bank,bank_level,bank_code,detail,type,type_id,atm,branch,office,address,dia_chi_cu_the,ward_id,outlet,ward,ward_pop,district,district_id,ward_level,district_level,formatted_address,latitude,longitude,cluster_name,cluster_id,cluster_desc
Vietcombank,Big,44,VCBC Truong Cao Dang An Ninh I,ATM,atm,1,0,0,"ATM Vietcombank-VCBC Truong Cao Dang An Ninh I, Xa Tien Duoc, Huyen Soc Son, Ha Noi, Viet Nam",Xã Tiên Dược Sóc Sơn Hà Nội,418,1,Xa Tien Duoc,19313,Huyen Soc Son,16,Xa,Huyen ,"Đồng Mốc, Sóc Sơn, Hà Nội, Vietnam",21.2446549,105.8520615,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Su doan 371,ATM,atm,1,0,0,"ATM MB-ATM Su doan 371, Xa Tien Duoc, Huyen Soc Son, Ha Noi, Viet Nam","Xã Tiên Dược, huyện Sóc Sơn, thành phố Hà Nội",418,1,Xa Tien Duoc,19313,Huyen Soc Son,16,Xa,Huyen ,"Phù Linh, Sóc Sơn, Hanoi, Vietnam",21.2830063,105.8415304,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Kho J106,ATM,atm,1,0,0,"ATM MB-ATM Kho J106, Xa Thuy Xuan Tien, Huyen Chuong My, Ha Noi, Viet Nam","Xã Thủy Xuân Tiên, huyện Chương Mỹ, Hà Nội",10045,1,Xa Thuy Xuan Tien,18869,Huyen Chuong My,277,Xa,Huyen ,"Số 17 tổ 2, TT. Xuân Mai, Chương Mỹ, Hà Nội, Vietnam",20.896293,105.578717,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
VPBank,Big,46,Truong Trung cap CSVT ATM,ATM,atm,1,0,0,"ATM VPBank-Truong Trung cap CSVT ATM, Xa Thuy Xuan Tien, Huyen Chuong My, Ha Noi, Viet Nam","Thôn Xuân Thủy, Xã Thủy Xuân Tiên, Huyện Chương Mỹ, Hà Nội",10045,1,Xa Thuy Xuan Tien,18869,Huyen Chuong My,277,Xa,Huyen ,"ATM TRUONG TCCS VU TRANG, Thủy Xuân Tiên, Chương Mỹ, Hà Nội, Vietnam",20.8894052,105.5780145,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
VPBank,Big,46,Truong Trung cap Canh sat Vu Trang ATM,ATM,atm,1,0,0,"ATM VPBank-Truong Trung cap Canh sat Vu Trang ATM, Xa Thuy Xuan Tien, Huyen Chuong My, Ha Noi, Viet Nam","Xã Thủy Xuân Tiên, huyện Chương Mỹ, HN",10045,1,Xa Thuy Xuan Tien,18869,Huyen Chuong My,277,Xa,Huyen ,"Đ. Hồ Chí Minh, Thủy Xuân Tiên, Chương Mỹ, Hà Nội, Vietnam",20.8887229,105.5776769,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Xa La,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Xa La, Xa Tho An, Huyen Dan Phuong, Ha Noi, Viet Nam","Xóm Mới, Xã Thọ An, Huyện Đan Phượng, Thành phố Hà Nội",9790,1,Xa Tho An,11558,Huyen Dan Phuong,273,Xa,Huyen,"P. Mới An, Thọ An, Đan Phượng, Hà Nội, Vietnam",21.1273678,105.6412965,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Cho Mo,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Cho Mo, Xa Thanh Xuan, Huyen Soc Son, Ha Noi, Viet Nam","Kim Anh, Xã Thanh Xuân, Huyện Sóc Sơn, Thành phố Hà Nội",433,1,Xa Thanh Xuan,14503,Huyen Soc Son,16,Xa,Huyen,"ĐT35, Thanh Xuân, Sóc Sơn, Hà Nội, Vietnam",21.2244622,105.7603179,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Techcombank Hoang Gia,Chi nhanh,branch,0,1,0,"Chi nhanh Techcombank-Techcombank Hoang Gia, Xa Thanh Xuan, Huyen Soc Son, Ha Noi, Viet Nam","Tầng B1 khu TTTM TP Hoàng Gia (Royal City) 72 Nguyễn Trãi, Thanh Xuân, Hà Nội",433,1,Xa Thanh Xuan,14503,Huyen Soc Son,16,Xa,Huyen,"Thanh Xuân, Sóc Sơn, Hà Nội, Vietnam",21.2301005,105.7644596,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Chi Nhanh Kim Anh, Viet Nam",Chi Nhanh Kim Anh,433,1,Xa Thanh Xuan,14503,Huyen Soc Son,16,Xa,Huyen ,"ĐT35, Thanh Xuân, Sóc Sơn, Hà Nội, Vietnam",21.2244622,105.7603179,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Truong Sy Quan Phao Binh,ATM,atm,1,0,0,"ATM MB-ATM Truong Sy Quan Phao Binh, Xa Thanh My, Thi xa Son Tay, Ha Noi, Viet Nam","Trường Sỹ Quan Pháo Binh, phố Thanh Vị, thị xã Sơn Tây, Thành phố Hà Nội.",9604,1,Xa Thanh My,11145,Thi xa Son Tay,269,Xa,Thi xa ,"Xã Thanh Mỹ, Thị Xã Sơn Tây, Thành Phố Hà Nội, P. Sơn Lộc, Sơn Tây, Hà Nội, Vietnam",21.1134857,105.4846538,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Tu Liem,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Tu Liem, Xa Thanh Liet, Huyen Thanh Tri, Ha Noi, Viet Nam","Đường Cầu Dậu, Xã Thanh Liệt, Huyện Thanh Trì, Thành phố Hà Nội",646,1,Xa Thanh Liet,19107,Huyen Thanh Tri,20,Xa,Huyen,"300 Đ. Ngọc Hồi, Văn Điển, Thanh Trì, Hà Nội, Vietnam",20.9500682,105.8437534,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,ATM Cau Buou,ATM,atm,1,0,0,"ATM Techcombank-ATM Cau Buou, Xa Thanh Liet, Huyen Thanh Tri, Ha Noi, Viet Nam","Thanh Liệt, Thanh Trì, Hà Nội",646,1,Xa Thanh Liet,19107,Huyen Thanh Tri,20,Xa,Huyen ,"Thôn Cầu Bươu, Thanh Liệt, Thanh Trì, Hà Nội, Vietnam",20.963391,105.81737,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,129002 - ATM Benh vien Nam Hoc,ATM,atm,1,0,0,"ATM BIDV-129002 - ATM Benh vien Nam Hoc, Xa Thanh Liet, Huyen Thanh Tri, Ha Noi, Viet Nam","số 431 Tam Trinh (Lô số 01 - 8A cụm tiểu thủ công nghiệp Hai Bà Trưng),,Xã Thanh Liệt,Huyện Thanh Trì, Thành phố Hà Nội",646,1,Xa Thanh Liet,19107,Huyen Thanh Tri,20,Xa,Huyen ,"52 Nguyễn Trãi, Thượng Đình, Đống Đa, Hà Nội, Vietnam",21.001595,105.8176441,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Trung Yen,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Trung Yen, Xa Thanh Lam, Huyen Me Linh, Ha Noi, Viet Nam","Thôn Thanh Tước, Xã Thanh Lâm, Huyện Mê Linh, Thành phố Hà Nội",8992,1,Xa Thanh Lam,18580,Huyen Me Linh,250,Xa,Huyen,"Đường Sóc Sơn, Phường Trưng Trắc, Phúc Yên, Vĩnh Phúc 280000, Vietnam",21.2370173,105.7059658,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,PGD Hoa Lac,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Hoa Lac, Xa Thach Hoa, Huyen Thach That, Ha Noi, Viet Nam","Thôn Hoà Lạc,Xã Thạch Hòa,Huyện Thạch Thất, Thành phố Hà Nội",9988,1,Xa Thach Hoa,12290,Huyen Thach That,276,Xa,Huyen,"Thôn 9, Thạch Thất, Hà Nội, Vietnam",21.0279027,105.5188449,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,Phong giao dich KCN Cao Lang Hoa Lac,Phong giao dich,office,0,0,1,"Phong giao dich MB Bank-Phong giao dich KCN Cao Lang Hoa Lac, Xa Thach Hoa, Huyen Thach That, Ha Noi, Viet Nam","Tầng 1, Tòa nhà Công ty TNHH MTV Phát triển Khu CNC Hòa Lạc, Khu Công nghệ cao Hòa Lạc, Km29, Đại lộ Thăng Long, xã Thạch Hòa, Huyện Thạch Thất, TP Hà Nội",9988,1,Xa Thach Hoa,12290,Huyen Thach That,276,Xa,Huyen,"Thôn 9, Thạch Thất, Hà Nội, Vietnam",21.0279027,105.5188449,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Khu cong nghe cao Lang Hoa Lac,ATM,atm,1,0,0,"ATM MB-ATM Khu cong nghe cao Lang Hoa Lac, Xa Thach Hoa, Huyen Thach That, Ha Noi, Viet Nam","thôn 1, Xã Thạch Hòa, huyện Thạch Thất, HN",9988,1,Xa Thach Hoa,12290,Huyen Thach That,276,Xa,Huyen ,"Km 29 Đại lộ Thăng Long VN, 29km ĐCT08, Thạch Hoà, Thạch Thất, Hà Nội, Vietnam",21.007833,105.5310822,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM DH Cong nghiep FPT - Khu cong nghe cao Lang Hoa Lac,ATM,atm,1,0,0,"ATM MB-ATM DH Cong nghiep FPT - Khu cong nghe cao Lang Hoa Lac, Xa Thach Hoa, Huyen Thach That, Ha Noi, Viet Nam","Km 29 ĐL Thăng Long, khu CN cao láng hòa lạc, huyện Thạch Thất, Hà Nội",9988,1,Xa Thach Hoa,12290,Huyen Thach That,276,Xa,Huyen ,"Km 29 Đại lộ Thăng Long VN, 29km ĐCT08, Thạch Hoà, Thạch Thất, Hà Nội, Vietnam",21.007833,105.5310822,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Truong Sy quan Chinh tri - Co so 2,ATM,atm,1,0,0,"ATM MB-ATM Truong Sy quan Chinh tri - Co so 2, Xa Thach Hoa, Huyen Thach That, Ha Noi, Viet Nam","Thạch Hòa, Thạch Thất, thành phố Hà Nội",9988,1,Xa Thach Hoa,12290,Huyen Thach That,276,Xa,Huyen ,"Đ. Sĩ Quan Chính Trị, Thạch Hoà, Thạch Thất, Hà Nội, Vietnam",20.987242,105.5118372,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,452001 - ATM khuon vien Cty CP Vicostone,ATM,atm,1,0,0,"ATM BIDV-452001 - ATM khuon vien Cty CP Vicostone, Xa Thach Hoa, Huyen Thach That, Ha Noi, Viet Nam","Công ty CP Vicostone,Xã Thạch Hòa,Huyện Thạch Thất, Thành phố Hà Nội",9988,1,Xa Thach Hoa,12290,Huyen Thach That,276,Xa,Huyen ,"Thạch Hòa, Thạch Thất, Hanoi, Vietnam",20.9829917,105.5311811,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Tran Thai Tong,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Tran Thai Tong, Xa Thach Da, Huyen Me Linh, Ha Noi, Viet Nam","Thôn 1, Xã Thạch Đà, Huyện Mê Linh, Thành phố Hà Nội",8980,1,Xa Thach Da,14267,Huyen Me Linh,250,Xa,Huyen,"41 Doãn Kế Thiện, Mai Dịch, Cầu Giấy, Hà Nội, Vietnam",21.0409289,105.7791797,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Thon 1, Xa Thach Da, Me Linh, Ha Noi, Viet Nam","Thon 1, Xa Thach Da, Me Linh, Ha Noi",8980,1,Xa Thach Da,14267,Huyen Me Linh,250,Xa,Huyen ,"ĐT312, Thạch Đà, Mê Linh, Hà Nội, Vietnam",21.1762597,105.6762799,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,CN Quang Minh,ATM,atm,1,0,0,"ATM Vietinbank-CN Quang Minh, Xa Thach Da, Huyen Me Linh, Ha Noi, Viet Nam","Bệnh viện đa khoa huyện Mê Linh, Xã Thạch Đà, Huyện Mê Linh, TP. Hà Nội",8980,1,Xa Thach Da,14267,Huyen Me Linh,250,Xa,Huyen ,"Km số 9, Đường Bắc Thăng Long - Nội Bài, Quang Minh, Mê Linh, Quang Minh, Hà Nội, 100000, Vietnam",21.19147,105.7809,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Toa nha Viettel,ATM,atm,1,0,0,"ATM MB-ATM Toa nha Viettel, Xa Tan Xa, Huyen Thach That, Ha Noi, Viet Nam","Tòa nhà Viettel, Km 29 ĐL Thăng Long, KCN Cao Láng Hòa Lạc, Huyện Thạch Thất, Hà Nội",10000,1,Xa Tan Xa,5765,Huyen Thach That,276,Xa,Huyen ,"Unnamed Road, Thạch Hoà, Thạch Thất, Hà Nội, Vietnam",21.0130201,105.5261194,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM toa nha trung tam cong nghe cao Viettel,ATM,atm,1,0,0,"ATM MB-ATM toa nha trung tam cong nghe cao Viettel, Xa Tan Xa, Huyen Thach That, Ha Noi, Viet Nam","Khu công nghệ cao Láng Hòa Lạc, huyện Thạch Thất, Hà Nội",10000,1,Xa Tan Xa,5765,Huyen Thach That,276,Xa,Huyen ,"Tân Xã, Thạch Thất, Hà Nội, Vietnam",21.0277701,105.557696,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
TPBank,Medium,37,ATM Lang Hoa Lac,ATM,atm,1,0,0,"ATM TPBank-ATM Lang Hoa Lac, Xa Tan Xa, Huyen Thach That, Ha Noi, Viet Nam","Khu phần mềm, Khu công nghệ cao Hòa Lạc, Km29 Đại Lộ Thăng Long, Huyện Thạch Thất, Hà Nội",10000,1,Xa Tan Xa,5765,Huyen Thach That,276,Xa,Huyen ,"Phố Trần Văn Lai, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0162413,105.7758112,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,Khuong Mai,Chi nhanh,branch,0,1,0,"Chi nhanh BIDV-Khuong Mai, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","Tầng 1 và tầng 2, Tòa nhà CT4 Eco Green City, Khu đô thị Tây Nam Kim Giang I,Xã Tân Triều,Huyện Thanh Trì, Thành phố Hà Nội,Thành phố Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen,"Tầng 1 và tầng 2, Tòa CT4 Eco Green City, KĐT Tây Nam Kim Giang, I, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.983617,105.8087348,Group 3,3,"Densely populated area, high ratio of population in labor age"
HDBANK,Medium,15,Tran Duy Hung,Chi nhanh,branch,0,1,0,"Chi nhanh HD Bank-Tran Duy Hung, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","Xóm Cầu, Xã Triều Khúc, Huyện Thanh Trì",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen,"34 Phố Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0118216,105.8041241,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,Dan Phuong,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Dan Phuong, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","Thôn Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Thành phố Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen,"195 Phố Triều Khúc, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.9797322,105.8012983,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,PGD Thanh Tay. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Thanh Tay. , Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","Số 187 Xóm Cầu, Thôn Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, TP. Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen,"187 Xóm Cầu, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.9798697,105.8010824,Group 3,3,"Densely populated area, high ratio of population in labor age"
Sacombank,Big,29,PGD Van Quan,Phong giao dich,office,0,0,1,"Phong giao dich Sacombank-PGD Van Quan, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam",139A Chiến Thắng - xã Tân Triều - huyện Thanh Trì - Tp.Hà Nội,643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen,"139A Chiến Thắng, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.9804639,105.795176,Group 3,3,"Densely populated area, high ratio of population in labor age"
BacABank,Small,5,Phong Giao dich Thanh Tri ,Phong giao dich,office,0,0,1,"Phong giao dich BAC A BANK-Phong Giao dich Thanh Tri , Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","lô L3 Khu đấu giá quyền sử dụng đất, xã Tân Triều",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen,"441 Đ. Ngọc Hồi, Văn Điển, Thanh Trì, Hà Nội, Vietnam",20.944153,105.8445798,Group 3,3,"Densely populated area, high ratio of population in labor age"
Sea Bank,Medium,32,SeABank Thanh Tri,Chi nhanh,branch,0,1,0,"Chi nhanh SeABank (Đông Nam Á)-SeABank Thanh Tri, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","E8 lô E Khu Đô thị Yên Xá, Tân Triều, Thanh Trì, Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen,"267 Đ. Ngọc Hồi, Văn Điển, Thanh Trì, Hà Nội, Vietnam",20.9495418,105.8446807,Group 3,3,"Densely populated area, high ratio of population in labor age"
Sacombank,Big,29,ATM 1450-PGD Van Quan,ATM,atm,1,0,0,"ATM Sacombank-ATM 1450-PGD Van Quan, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","139A Đường Chiến Thắng, X Tân Triều, Thanh Trì, Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen ,"139A Chiến Thắng, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.9804639,105.795176,Group 3,3,"Densely populated area, high ratio of population in labor age"
MB,Big,21,ATM Hoc Vien Mat ma,ATM,atm,1,0,0,"ATM MB-ATM Hoc Vien Mat ma, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam",Học Viện Kỹ Thuật Mật Mã - Chiến Thắng - Tân Triều - Hà Nội,643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen ,"Chiến Thắng, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.9802387,105.7953733,Group 3,3,"Densely populated area, high ratio of population in labor age"
TPBank,Medium,37,ATM Chien Thang,ATM,atm,1,0,0,"ATM TPBank-ATM Chien Thang, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","139E-139G Chiến Thắng, Thanh Trì, Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen ,"139G Chiến Thắng, Tân Triều, Hà Đông, Hà Nội, Vietnam",20.9805397,105.7951283,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990118 - ATM Vien K Tan Trieu,ATM,atm,1,0,0,"ATM BIDV-990118 - ATM Vien K Tan Trieu, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","Viện K Tân Triều - số 30 đường Cầu Bươu,Xã Tân Triều,Huyện Thanh Trì, Thành phố Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen ,"10 Đ. Cầu Bươu, Khu đô thị Đại Thanh, Thanh Trì, Hà Nội, Vietnam",20.9565206,105.8080853,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,129005 - BIDV CN Hoang Mai Ha Noi,ATM,atm,1,0,0,"ATM BIDV-129005 - BIDV CN Hoang Mai Ha Noi, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","Tòa nhà CT4 Eco Green City, KĐT Tây Nam Kim Giang I,Xã Tân Triều,Huyện Thanh Trì, Thành phố Hà Nội",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen ,"Tầng 1 và tầng 2, Tòa CT4 Eco Green City, KĐT Tây Nam Kim Giang, I, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.983617,105.8087348,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,129004 - BIDV CN Hoang Mai Ha Noi,ATM,atm,1,0,0,"ATM BIDV-129004 - BIDV CN Hoang Mai Ha Noi, Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","Tòa nhà CT4 Eco Green City, KĐT Tây Nam Kim Giang I,Xã Tân Triều,Huyện Thanh Trì, Thành phố Hà Nội,",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen ,"Tầng 1 và tầng 2, Tòa CT4 Eco Green City, KĐT Tây Nam Kim Giang, I, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.983617,105.8087348,Group 3,3,"Densely populated area, high ratio of population in labor age"
DongA Bank,Small,12,Benh vien K Ha Noi (co so 3),ATM,atm,1,0,0,"ATM DongA Bank-Benh vien K Ha Noi (co so 3), Xa Tan Trieu, Huyen Thanh Tri, Ha Noi, Viet Nam","TL 70, Xã Tân Triều, Huyện Thanh Trì, Thành phố Hà Nội, Việt Nam",643,1,Xa Tan Trieu,34996,Huyen Thanh Tri,20,Xa,Huyen ,"30 Đ. Cầu Bươu, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.9637601,105.7993847,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,Tran Thai Tong,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Tran Thai Tong, Xa Tan Linh, Huyen Ba Vi, Ha Noi, Viet Nam","Thôn Yên Thành, Xã Tản Lĩnh, Huyện Ba Vì, Thành phố Hà Nội",9694,1,Xa Tan Linh,15269,Huyen Ba Vi,271,Xa,Huyen,"Tân Lĩnh, Ba Vì, Hà Nội, Vietnam",21.1245919,105.3914966,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Truong Trung cap Thong tin - co so 2,ATM,atm,1,0,0,"ATM MB-ATM Truong Trung cap Thong tin - co so 2, Xa Tan Linh, Huyen Ba Vi, Ha Noi, Viet Nam","Xã Tản Lĩnh, huyện Ba Vì, TP. HN",9694,1,Xa Tan Linh,15269,Huyen Ba Vi,271,Xa,Huyen ,"Tản Lĩnh, Ba Vì, Hanoi, Vietnam",21.124523,105.3907014,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,KeangNam,Chi nhanh,branch,0,1,0,"Chi nhanh BIDV-KeangNam, Xa Tan Lap, Huyen Dan Phuong, Ha Noi, Viet Nam","Tòa nhà CT1A, KĐT Tân Tây Đô,Xã Tân Lập,Huyện Đan Phượng, Thành phố Hà Nội,Thành phố Hà Nội",9820,1,Xa Tan Lap,22711,Huyen Dan Phuong,273,Xa,Huyen,"Tòa nhà CT1A, KĐT Tân Tây Đô, Tân Lập, Đan Phượng, Tân Tây Đô, Hà Nội, 100000, Vietnam",21.0744584,105.7004676,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Truong CD Cong nghiep va thuong mai Ha Noi,ATM,atm,1,0,0,"ATM MB-ATM Truong CD Cong nghiep va thuong mai Ha Noi, Xa Tan Lap, Huyen Dan Phuong, Ha Noi, Viet Nam","Xã Tân Lập, Huyện Đan Phượng, TP Hà Nội",9820,1,Xa Tan Lap,22711,Huyen Dan Phuong,273,Xa,Huyen ,"252 Đường Hạ Hội, Tân Lập, Đan Phượng, Hà Nội, Vietnam",21.0873802,105.7186955,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,116001 - ATM tru so chi nhanh Hoai Duc,ATM,atm,1,0,0,"ATM BIDV-116001 - ATM tru so chi nhanh Hoai Duc, Xa Tan Lap, Huyen Dan Phuong, Ha Noi, Viet Nam","Tòa CT1A, Khu đô thị Tân Tây Đô",9820,1,Xa Tan Lap,22711,Huyen Dan Phuong,273,Xa,Huyen ,"Tân Lập, Đan Phượng, Hà Nội, Vietnam",21.0742811,105.7004167,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,116003 - ATM Tru so chi nhanh Hoai Duc,ATM,atm,1,0,0,"ATM BIDV-116003 - ATM Tru so chi nhanh Hoai Duc, Xa Tan Lap, Huyen Dan Phuong, Ha Noi, Viet Nam","Tòa CT1A, Khu đô thị Tân Tây Đô,Xã Tân Lập,Huyện Đan Phượng, Thành phố Hà Nội",9820,1,Xa Tan Lap,22711,Huyen Dan Phuong,273,Xa,Huyen ,"Tân Lập, Đan Phượng, Hà Nội, Vietnam",21.0742811,105.7004167,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,116002 - ATM Truong Cao dang Cong nghe,ATM,atm,1,0,0,"ATM BIDV-116002 - ATM Truong Cao dang Cong nghe, Xa Tan Lap, Huyen Dan Phuong, Ha Noi, Viet Nam","Trường Cao đẳng Công nghệ,Xã Tân Lập,Huyện Đan Phượng, Thành phố Hà Nộ",9820,1,Xa Tan Lap,22711,Huyen Dan Phuong,273,Xa,Huyen ,"km12, QL Quận, QL32, Phúc Diễn, Bắc Từ Liêm, Hà Nội, Vietnam",21.044787,105.7461327,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Viet Hung,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Viet Hung, Xa Tan Hoi, Huyen Dan Phuong, Ha Noi, Viet Nam","Thôn Thượng Hội, Xã Tân Hội, Huyện Đan Phượng, Thành phố Hà Nội",9817,1,Xa Tan Hoi,19164,Huyen Dan Phuong,273,Xa,Huyen,"141 Đ. Đông Ngạc, Thuỵ Phương, Từ Liêm, Hà Nội, Vietnam",21.0928887,105.7803368,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Pham Hung,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Pham Hung, Xa Tan Hoa, Huyen Quoc Oai, Ha Noi, Viet Nam","Thôn Thị Tứ, Xã Tân Hoà, Huyện Quốc Oai, Thành phố Hà Nội",9946,1,Xa Tan Hoa,8202,Huyen Quoc Oai,275,Xa,Huyen,"Tân Hòa, Quốc Oai, Hà Nội, Vietnam",20.9627455,105.6793792,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
